
1.54595e+09	444	724	-0.217956
1.54595e+09	444	724	-0.217956
1.54595e+09	444	723	-0.217956
1.54595e+09	444	723	-0.217956
1.54595e+09	444	723	-0.217956
1.54595e+09	444	723	-0.217956
1.54595e+09	444	723	-0.217956
1.54595e+09	445	723	-0.21736
1.54595e+09	445	723	-0.21736
1.54595e+09	445	723	-0.220104
1.54595e+09	445	723	-0.220104
1.54595e+09	445	723	-0.220104
1.54595e+09	445	723	-0.21736
1.54595e+09	445	723	-0.220104
1.54595e+09	445	723	-0.220104
1.54595e+09	445	723	-0.21736
1.54595e+09	445	723	-0.220104
1.54595e+09	445	723	-0.21736
1.54595e+09	445	723	-0.220104
1.54595e+09	445	723	-0.21736
1.54595e+09	445	723	-0.220104
1.54595e+09	445	723	-0.21736
1.54595e+09	444	723	-0.217956
1.54595e+09	445	723	-0.21736
1.54595e+09	445	723	-0.21736
1.54595e+09	445	723	-0.220104
1.54595e+09	444	723	-0.217956
1.54595e+09	444	723	-0.217956
1.54595e+09	445	723	-0.21736
1.54595e+09	444	723	-0.217956
1.54595e+09	444	723	-0.217956
1.54595e+09	445	723	-0.220104
1.54595e+09	445	723	-0.21736
1.54595e+09	448	725	-0.215874
1.54595e+09	444	724	-0.217956
1.54595e+09	444	724	-0.217956
1.54595e+09	445	723	-0.220104
1.54595e+09	444	723	-0.217956
1.54595e+09	445	723	-0.220104
1.54595e+09	444	723	-0.217956
1.54595e+09	445	723	-0.21736
1.54595e+09	444	723	-0.217956
1.54595e+09	444	723	-0.217956
1.54595e+09	445	723	-0.21736
1.54595e+09	445	723	-0.21736
1.54595e+09	445	723	-0.21736
1.54595e+09	444	723	-0.217956
1.54595e+09	445	723	-0.21736
1.54595e+09	445	723	-0.21736
1.54595e+09	444	723	-0.217956
1.54595e+09	445	723	-0.220104
1.54595e+09	444	723	-0.217956
1.54595e+09	445	723	-0.220104
1.54595e+09	444	723	-0.217956
1.54595e+09	445	723	-0.21736
1.54595e+09	444	723	-0.217956
1.54595e+09	444	723	-0.217956
1.54595e+09	444	723	-0.217956
1.54595e+09	444	723	-0.217956
1.54595e+09	445	723	-0.21736
1.54595e+09	444	723	-0.217956
1.54595e+09	445	723	-0.21736
1.54595e+09	444	723	-0.217956
1.54595e+09	445	723	-0.21736
1.54595e+09	444	723	-0.217956
1.54595e+09	444	723	-0.217956
1.54595e+09	444	723	-0.217956
1.54595e+09	445	723	-0.21736
1.54595e+09	444	723	-0.217956
1.54595e+09	444	723	-0.217956
1.54595e+09	444	723	-0.217956
1.54595e+09	445	724	-0.220104
1.54595e+09	445	723	-0.220104
1.54595e+09	445	724	-0.21736
1.54595e+09	444	724	-0.217956
1.54595e+09	444	724	-0.217956
1.54595e+09	445	723	-0.220104
1.54595e+09	444	724	-0.217956
1.54595e+09	444	724	-0.217956
1.54595e+09	444	724	-0.217956
1.54595e+09	444	724	-0.217956
1.54595e+09	445	723	-0.220104
1.54595e+09	444	724	-0.217956
1.54595e+09	445	723	-0.220104
1.54595e+09	444	724	-0.217956
1.54595e+09	445	723	-0.220104
1.54595e+09	444	724	-0.217956
1.54595e+09	444	724	-0.217956
1.54595e+09	445	724	-0.21736
1.54595e+09	444	724	-0.220708
1.54595e+09	445	724	-0.21736
1.54595e+09	444	724	-0.217956
1.54595e+09	445	723	-0.21736
1.54595e+09	445	723	-0.220104
1.54595e+09	445	722	-0.21736
1.54595e+09	445	724	-0.220104
1.54595e+09	445	723	-0.220104
1.54595e+09	444	724	-0.220708
1.54595e+09	445	723	-0.220104
1.54595e+09	445	724	-0.21736
1.54595e+09	445	723	-0.220104
1.54595e+09	445	723	-0.220104
1.54595e+09	445	724	-0.21736
1.54595e+09	444	725	-0.222222
1.54595e+09	445	723	-0.220104
1.54595e+09	445	723	-0.220104
1.54595e+09	445	723	-0.21736
1.54595e+09	444	723	-0.217956
1.54595e+09	445	723	-0.21736
1.54595e+09	445	723	-0.220104
1.54595e+09	445	723	-0.220104
1.54595e+09	444	723	-0.217956
1.54595e+09	445	723	-0.220104
1.54595e+09	445	723	-0.220104
1.54595e+09	445	723	-0.220104
1.54595e+09	444	723	-0.217956
1.54595e+09	444	724	-0.220708
1.54595e+09	445	723	-0.220104
1.54595e+09	445	724	-0.220104
1.54595e+09	445	724	-0.21736
1.54595e+09	444	724	-0.217956
1.54595e+09	445	723	-0.220104
1.54595e+09	445	723	-0.220104
1.54595e+09	445	723	-0.220104
1.54595e+09	445	723	-0.220104
1.54595e+09	445	724	-0.21736
1.54595e+09	445	724	-0.21736
1.54595e+09	445	723	-0.21736
1.54595e+09	444	724	-0.220708
1.54595e+09	445	722	-0.21736
1.54595e+09	444	723	-0.217956
1.54595e+09	445	723	-0.220104
1.54595e+09	444	724	-0.220708
1.54595e+09	445	723	-0.220104
1.54595e+09	445	723	-0.21736
1.54595e+09	445	723	-0.220104
1.54595e+09	444	723	-0.217956
1.54595e+09	445	723	-0.21736
1.54595e+09	445	723	-0.220104
1.54595e+09	445	723	-0.21736
1.54595e+09	445	723	-0.220104
1.54595e+09	444	723	-0.217956
1.54595e+09	445	722	-0.21736
1.54595e+09	445	723	-0.220104
1.54595e+09	445	722	-0.21736
1.54595e+09	444	724	-0.220708
1.54595e+09	445	722	-0.21736
1.54595e+09	444	723	-0.217956
1.54595e+09	445	723	-0.220104
1.54595e+09	444	723	-0.217956
1.54595e+09	445	723	-0.220104
1.54595e+09	445	722	-0.21736
1.54595e+09	445	723	-0.220104
1.54595e+09	445	723	-0.220104
1.54595e+09	445	724	-0.220104
1.54595e+09	445	723	-0.21736
1.54595e+09	445	724	-0.220104
1.54595e+09	445	723	-0.220104
1.54595e+09	445	723	-0.220104
1.54595e+09	444	724	-0.217956
1.54595e+09	444	724	-0.217956
1.54595e+09	445	724	-0.220104
1.54595e+09	444	724	-0.217956
1.54595e+09	444	724	-0.220708
1.54595e+09	444	724	-0.217956
1.54595e+09	445	723	-0.220104
1.54595e+09	445	723	-0.220104
1.54595e+09	445	723	-0.220104
1.54595e+09	444	724	-0.217956
1.54595e+09	445	723	-0.220104
1.54595e+09	445	724	-0.220104
1.54595e+09	445	723	-0.220104
