2,118.766840,254.899000,1,42.921001,-0.779000,-0.779000,2.340000,-1.740000,0.280000
2,673.445440,255.018000,1,42.958000,-0.784000,-0.669000,2.110000,-1.830000,0.380000
2,511.165426,255.691000,1,42.955002,-0.788000,-0.977000,2.540000,-2.580000,0.180000
2,410.374797,256.203000,1,42.949001,-0.781000,-0.683000,2.160000,-1.640000,0.330000
2,406.740065,256.613000,1,42.948002,-0.785000,-0.706000,1.920000,-1.690000,0.400000
2,672.477742,257.020000,1,42.951000,-0.784000,-0.691000,2.230000,-1.740000,0.310000
2,954.777227,257.693000,1,42.949001,-0.803000,-0.709000,1.910000,-1.630000,0.490000
2,1103.288071,258.648000,1,42.941002,-0.777000,-0.664000,2.120000,-1.660000,0.320000
2,588.472762,259.752000,1,42.993000,-0.788000,-0.895000,2.260000,-2.550000,0.310000
2,949.025777,260.341000,1,42.952000,-0.774000,-0.954000,2.380000,-2.480000,0.190000
2,872.932462,261.290000,1,42.979000,-0.774000,-0.902000,2.130000,-2.590000,0.300000
2,726.595028,262.163000,1,42.956001,-0.773000,-0.966000,2.630000,-2.650000,0.240000
2,652.011908,262.890000,1,42.917000,-0.764000,-0.744000,2.280000,-1.510000,0.230000
2,1056.898196,263.542000,1,42.945999,-0.783000,-0.663000,2.150000,-1.650000,0.320000
2,692.939666,264.600000,1,42.917999,-0.763000,-0.751000,2.200000,-1.530000,0.250000
2,1602.919320,265.293000,1,42.914001,-0.768000,-0.764000,2.370000,-1.580000,0.240000
2,948.399217,266.896000,1,42.950001,-0.770000,-0.968000,2.450000,-2.540000,0.220000
2,648.138672,267.844000,1,42.945999,-0.772000,-0.671000,2.170000,-1.720000,0.310000
2,570.081125,268.493000,1,42.945999,-0.777000,-0.686000,2.250000,-1.670000,0.300000
2,619.787566,269.063000,1,42.918999,-0.791000,-0.728000,2.060000,-1.560000,0.430000
2,578.474194,269.683000,1,42.977001,-0.780000,-0.895000,2.210000,-2.510000,0.300000
2,1673.548563,270.262000,1,42.912998,-0.781000,-0.739000,2.500000,-1.670000,0.220000
2,832.478778,271.935000,1,42.938999,-0.781000,-0.693000,2.030000,-1.660000,0.330000
2,1325.297042,272.768000,1,42.986000,-0.779000,-0.945000,2.050000,-2.580000,0.300000
2,1714.086799,274.093000,1,42.897999,-0.778000,-0.670000,2.540000,-1.640000,0.240000
2,731.128546,275.808000,1,42.931999,-0.784000,-0.781000,1.980000,-1.550000,0.380000
2,596.625862,276.540000,1,42.916000,-0.776000,-0.791000,2.350000,-1.700000,0.210000
2,865.498294,277.137000,1,42.930000,-0.761000,-0.802000,2.080000,-1.840000,0.240000
2,1072.144326,278.002000,1,42.925999,-0.763000,-0.779000,2.080000,-1.820000,0.250000
2,1083.450752,279.075000,1,42.923000,-0.766000,-0.811000,2.100000,-1.970000,0.250000
2,1272.340993,280.158000,1,42.935001,-0.781000,-0.754000,2.240000,-1.830000,0.180000
2,904.818109,281.431000,1,42.935001,-0.781000,-0.754000,2.240000,-1.830000,0.180000
2,1211.349142,282.336000,1,42.935001,-0.781000,-0.754000,2.240000,-1.830000,0.180000
2,1003.043361,283.547000,1,42.935001,-0.781000,-0.754000,2.240000,-1.830000,0.180000
2,774.206256,284.551000,1,42.935001,-0.781000,-0.754000,2.240000,-1.830000,0.180000
2,1298.022622,285.325000,1,44.442001,-1.265000,-0.532000,1.920000,-1.880000,-3.550000
2,646.077671,286.623000,1,41.740002,-0.142000,-0.604000,1.960000,-1.970000,3.640000
2,659.684091,287.270000,1,42.929001,-0.769000,-0.630000,2.360000,-1.720000,0.350000
2,908.578447,287.929000,1,42.929001,-0.769000,-0.630000,2.360000,-1.720000,0.350000
2,1787.171453,288.838000,1,42.929001,-0.769000,-0.630000,2.360000,-1.720000,0.350000
2,921.059795,290.625000,1,42.929001,-0.769000,-0.630000,2.360000,-1.720000,0.350000
2,1307.511438,291.547000,1,43.037998,-0.791000,-0.783000,2.240000,-1.850000,-0.100000
2,1526.070907,292.854000,1,43.044998,-0.799000,-0.755000,2.280000,-1.830000,-0.120000
2,890.685321,294.382000,1,43.044998,-0.799000,-0.755000,2.280000,-1.830000,-0.120000
2,942.299788,295.272000,1,43.044998,-0.799000,-0.755000,2.280000,-1.830000,-0.120000
2,1377.365056,296.215000,1,43.044998,-0.799000,-0.755000,2.280000,-1.830000,-0.120000
2,1032.228252,297.593000,1,43.044998,-0.789000,-0.648000,1.930000,-1.940000,0.070000
2,1303.330787,298.625000,1,43.044998,-0.789000,-0.648000,1.930000,-1.940000,0.070000
2,843.681103,299.928000,1,43.000999,-0.780000,-0.805000,1.920000,-1.710000,-0.010000
2,1089.819964,300.772000,1,43.000999,-0.780000,-0.805000,1.920000,-1.710000,-0.010000
2,1189.815419,301.862000,1,43.000999,-0.780000,-0.805000,1.920000,-1.710000,-0.010000
2,1529.837598,303.052000,1,43.000999,-0.780000,-0.805000,1.920000,-1.710000,-0.010000
2,969.706656,304.582000,1,43.000999,-0.780000,-0.805000,1.920000,-1.710000,-0.010000
2,825.984449,305.552000,1,43.008999,-0.797000,-0.704000,2.220000,-1.830000,-0.010000
2,2719.137889,306.378000,1,43.001999,-0.788000,-0.724000,2.200000,-1.710000,-0.040000
2,1055.614285,309.098000,1,43.040001,-0.795000,-0.665000,1.840000,-1.770000,0.050000
2,1034.626481,310.153000,1,43.001999,-0.797000,-0.765000,2.060000,-1.670000,-0.030000
2,1045.584438,311.188000,1,43.005001,-0.788000,-0.673000,2.160000,-1.770000,-0.010000
2,2873.979824,312.235000,1,43.005001,-0.788000,-0.673000,2.160000,-1.770000,-0.010000
2,1863.047281,315.109000,1,43.021000,-0.799000,-0.687000,2.440000,-2.160000,-0.000000
2,824.197141,316.972000,1,43.021000,-0.799000,-0.687000,2.440000,-2.160000,-0.000000
2,466.157697,317.797000,1,43.004002,-0.788000,-0.683000,2.270000,-2.050000,-0.010000
2,904.346968,318.263000,1,42.993999,-0.789000,-0.692000,2.270000,-2.000000,-0.010000
2,751.455090,319.167000,1,42.993999,-0.789000,-0.692000,2.270000,-2.000000,-0.010000
2,888.284159,319.919000,1,43.022999,-0.795000,-0.631000,1.770000,-1.790000,0.100000
2,623.759526,320.807000,1,43.015999,-0.800000,-0.641000,2.090000,-1.910000,0.070000
